locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
17258	NP_417654.1	16131077	7023	3331732	3332703	+	b3187	ispB	octaprenyl diphosphate synthase (NCBI)	COG142	H	Geranylgeranyl pyrophosphate synthase			GO:0008299	2.5.1.-	
17259	NP_417655.1	16131078	7023	3332931	3333209	+	b3188	sfsB	DNA-binding transcriptional activator of maltose metabolism (NCBI)	COG3423	K	Predicted transcriptional regulator			GO:0003677		
17260	NP_417656.1	16131079	7023	3334516	3333257	-	b3189	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (NCBI)	COG766	M	UDP-N-acetylglucosamine enolpyruvyl transferase	TIGR01072 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [murA]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0019277,GO:0008760	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase.
17261	NP_417657.2	90111555	7023	3334825	3334571	-	b3190	yrbA	orf, hypothetical protein (VIMSS)	COG5007	K	Predicted transcriptional regulator, BolA superfamily					
17262	NP_417658.4	90111556	7023	3335278	3334985	-	b3191	yrbB	orf, hypothetical protein (VIMSS)	COG3113	R	Predicted NTP binding protein (contains STAS domain)					
17263	NP_417659.1	16131082	7023	3335913	3335278	-	b3192	yrbC	predicted ABC-type organic solvent transporter (NCBI)	COG2854	Q	ABC-type transport system involved in resistance to organic solvents, auxiliary component					
17264	NP_417660.1	16131083	7023	3336483	3335932	-	b3193	yrbD	predicted ABC-type organic solvent transporter (NCBI)								
17265	NP_417661.1	16131084	7023	3337270	3336488	-	b3194	yrbE	predicted toluene transporter subunit: membrane component of ABC superfamily (NCBI)	COG767	Q	ABC-type transport system involved in resistance to organic solvents, permease component	TIGR00056 conserved hypothetical protein	Hypothetical proteins:Conserved			
17266	NP_417662.1	16131085	7023	3338087	3337278	-	b3195	yrbF	predicted toluene transporter subunit: ATP-binding component of ABC superfamily (NCBI)	COG1127	Q	ABC-type transport system involved in resistance to organic solvents, ATPase component			GO:0005524,GO:0016887		
17267	NP_417663.1	16131086	7023	3338297	3339274	+	b3196	yrbG	predicted calcium/sodium:proton antiporter (NCBI)	COG530	P	Ca2+/Na+ antiporter	TIGR00367 K+-dependent Na+/Ca+ exchanger homolog	Unknown function:General	GO:0016021		
17268	NP_417664.1	16131087	7023	3339288	3340274	+	b3197	kdsD	D-arabinose 5-phosphate isomerase (NCBI)	COG794	M	Predicted sugar phosphate isomerase involved in capsule formation	TIGR00393 sugar isomerase, KpsF/GutQ family	Energy metabolism:Sugars	GO:0005975,GO:0005529,GO:0019146	5.3.1.13	Arabinose-5-phosphate isomerase.
17269	NP_417665.1	16131088	7023	3340295	3340861	+	b3198	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (NCBI)	COG1778	R	Low specificity phosphatase (HAD superfamily)	TIGR01670 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family	Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0009103,GO:0000287,GO:0019143	3.1.3.45	3-deoxy-manno-octulosonate-8-phosphatase.
17270	NP_417666.1	16131089	7023	3340858	3341433	+	b3199	yrbK	hypothetical protein (NCBI)	COG3117	S	Uncharacterized protein conserved in bacteria					
17271	NP_417667.1	16131090	7023	3341402	3341959	+	b3200	yhbN	predicted transporter subunit: periplasmic-binding component of ABC superfamily (NCBI)	COG1934	S	Uncharacterized protein conserved in bacteria	TIGR03002 lipopolysaccharide transport periplasmic protein LptA [lptA]	Transport and binding proteins:Other			
17272	NP_417668.1	16131091	7023	3341966	3342691	+	b3201	yhbG	predicted transporter subunit: ATP-binding component of ABC superfamily (NCBI)	COG1137	R	ABC-type (unclassified) transport system, ATPase component			GO:0005524,GO:0016887	3.6.3.-	
17273	NP_417669.1	16131092	7023	3342739	3344172	+	b3202	rpoN	DNA-directed RNA polymerase subunit N (NCBI)	COG1508	K	DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog	TIGR02395 RNA polymerase sigma-54 factor [rpoN]	Transcription:Transcription factors	GO:0006352,GO:0006355,GO:0003700,GO:0016987,GO:0003899		
17274	NP_417670.1	16131093	7023	3344195	3344482	+	b3203	yhbH	predicted ribosome-associated, sigma 54 modulation protein (NCBI)	COG1544	J	Ribosome-associated protein Y (PSrp-1)	TIGR00741 ribosomal subunit interface protein [raiA]	Protein synthesis:Translation factors			
17275	NP_417671.1	16131094	7023	3344600	3345091	+	b3204	ptsN	sugar-specific enzyme IIA component of PTS (NCBI)	COG1762	GT	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	TIGR01419 PTS IIA-like nitrogen-regulatory protein PtsN [ptsN]	Signal transduction:PTS	GO:0009401,GO:0009357,GO:0005351,GO:0008982	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase.
17276	NP_417672.1	16131095	7023	3345137	3345991	+	b3205	yhbJ	hypothetical protein (NCBI)	COG1660	R	Predicted P-loop-containing kinase					
17277	NP_417673.1	16131096	7023	3345988	3346260	+	b3206	npr	phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr) (NCBI)	COG1925	G	Phosphotransferase system, HPr-related proteins	TIGR01003 phosphocarrier,  HPr family	Signal transduction:PTS	GO:0009401,GO:0005351		
17278	NP_417674.1	16131097	7023	3346474	3347106	+	b3207	yrbL	hypothetical protein (NCBI)								
17279	NP_417675.1	16131098	7023	3347831	3347103	-	b3208	mtgA	monofunctional biosynthetic peptidoglycan transglycosylase (NCBI)				TIGR02070 monofunctional biosynthetic peptidoglycan transglycosylase [mtgA]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0009252,GO:0009274,GO:0016021,GO:0016763	2.4.1.-,2.4.2.-	,
17280	NP_417676.2	90111557	7023	3348481	3347828	-	b3209	yhbL	sigma cross-reacting protein 27A (SCRP-27A) (VIMSS)	COG3155	Q	Uncharacterized protein involved in an early stage of isoprenoid biosynthesis					
1936961			7023	3348599	3348719	+	b4450	arcZ	sRNA antisense regulator of tpx and sdaA, Hfq-dependent (RefSeq)								
1936962	YP_026207.1	49176326	7023	3351047	3348711	-	b3210	arcB	hybrid sensory histidine kinase in two-component regulatory system with ArcA (NCBI)	COG5002	T	Signal transduction histidine kinase	TIGR00229 PAS domain S-box protein	Regulatory functions:Small molecule interactions	GO:0006355,GO:0000160,GO:0018106,GO:0016020,GO:0000155,GO:0000156,GO:0005524	2.7.13.3,2.7.3.-	Histidine kinase.,
17282	NP_417678.1	16131101	7023	3352072	3351143	-	b3211	yhcC	predicted Fe-S oxidoreductase (NCBI)	COG1242	R	Predicted Fe-S oxidoreductase	TIGR01212 radical SAM protein, TIGR01212 family	Unknown function:Enzymes of unknown specificity	GO:0008152,GO:0003824,GO:0051536		
17283	NP_417679.1	16131102	7023	3352654	3357207	+	b3212	gltB	glutamate synthase, large subunit (NCBI)	COG69	E	Glutamate synthase domain 2			GO:0006537,GO:0009342,GO:0004355,GO:0016040	1.4.1.13	Glutamate synthase (NADPH).
17284	NP_417680.1	16131103	7023	3357220	3358638	+	b3213	gltD	glutamate synthase, 4Fe-4S protein, small subunit (NCBI)	COG493	ER	NADPH-dependent glutamate synthase beta chain and related oxidoreductases	TIGR01318 glutamate synthase, small subunit		GO:0006118,GO:0006537,GO:0009228,GO:0009342,GO:0004355,GO:0016040,GO:0051536	1.4.1.13	Glutamate synthase (NADPH).
17285	NP_417681.1	16131104	7023	3359198	3359962	+	b3214	gltF	periplasmic protein (NCBI)								
17286	NP_417682.1	16131105	7023	3360134	3360808	+	b3215	yhcA	predicted periplasmic chaperone protein (NCBI)	COG3121	NU	P pilus assembly protein, chaperone PapD					
17287	NP_417683.1	16131106	7023	3360829	3363210	+	b3216	yhcD	predicted outer membrane protein (NCBI)	COG3188	NU	P pilus assembly protein, porin PapC			GO:0006810,GO:0016020,GO:0005215		
1936963			7023	3363207	3363573	+	b4569	yhcE									
17289	NP_417685.1	16131108	7023	3364740	3363724	-	b3218	insH-10	IS5 transposase and trans-activator (NCBI)	COG3039	L	Transposase and inactivated derivatives, IS5 family			GO:0006313,GO:0004803,GO:0003677		
17290	NP_417686.1	16131109	7023	3364948	3365664	+	b3219	yhcF	predicted transcriptional regulator (NCBI)								
17291	NP_417687.1	16131110	7023	3365849	3366976	+	b3220	yhcG	hypothetical protein (NCBI)	COG4804	S	Uncharacterized conserved protein					
17292	NP_417688.1	16131111	7023	3367500	3367036	-	b3221	yhcH	hypothetical protein (NCBI)	COG2731	G	Beta-galactosidase, beta subunit	TIGR00022 uncharacterized protein, YhcH/YjgK/YiaL family	Unknown function:General			
17293	NP_417689.4	90111558	7023	3368372	3367497	-	b3222	yhcI	putative NAGC-like transcriptional regulator (VIMSS)	COG1940	KG	Transcriptional regulator/sugar kinase					
17294	NP_417690.1	16131113	7023	3369058	3368369	-	b3223	nanE	predicted N-acetylmannosamine-6-P epimerase (NCBI)	COG3010	G	Putative N-acetylmannosamine-6-phosphate epimerase			GO:0006051,GO:0047465	5.1.3.9	N-acylglucosamine-6-phosphate 2-epimerase.
17295	NP_417691.4	90111559	7023	3370596	3369106	-	b3224	nanT	sialic acid transporter (VIMSS)	COG2271	G	Sugar phosphate permease	TIGR00891 MFS transporter, sialate:H+ symporter (SHS) family	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0006810,GO:0016021,GO:0015144		
17296	NP_417692.1	16131115	7023	3371598	3370705	-	b3225	nanA	N-acetylneuraminate lyase (NCBI)	COG329	EM	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	TIGR00683 N-acetylneuraminate lyase [nanA]	Central intermediary metabolism:Amino sugars	GO:0008152,GO:0008747	4.1.3.3	N-acetylneuraminate lyase.
17297	NP_417693.3	49176329	7023	3372511	3371720	-	b3226	yhcK	putative FADA-type transcriptional regulator (VIMSS)	COG2186	K	Transcriptional regulators			GO:0019217,GO:0006355,GO:0005622,GO:0003700,GO:0000062		
17298	NP_417694.1	16131117	7023	3372891	3374258	+	b3227	dcuD	predicted transporter (NCBI)	COG3069	C	C4-dicarboxylate transporter	TIGR00771 transporter, anaerobic C4-dicarboxylate uptake C (DcuC) family	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0015740,GO:0016021,GO:0015556		
17299	NP_417695.1	16131118	7023	3374798	3374301	-	b3228	sspB	ClpXP protease specificity-enhancing factor (NCBI)	COG2969	R	Stringent starvation protein B					
17300	NP_417696.1	16131119	7023	3375442	3374804	-	b3229	sspA	stringent starvation protein A (NCBI)	COG625	O	Glutathione S-transferase			GO:0004364		
17301	NP_417697.1	16131120	7023	3376229	3375837	-	b3230	rpsI	30S ribosomal protein S9 (NCBI)	COG103	J	Ribosomal protein S9			GO:0006412,GO:0005840,GO:0003735		
17302	NP_417698.1	16131121	7023	3376673	3376245	-	b3231	rplM	50S ribosomal protein L13 (NCBI)	COG102	J	Ribosomal protein L13	TIGR01066 ribosomal protein L13 [rplM]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
17303	NP_417699.1	16131122	7023	3378019	3376892	-	b3232	yhcM	conserved protein with nucleoside triphosphate hydrolase domain (NCBI)	COG1485	R	Predicted ATPase					
17304	NP_417700.2	90111560	7023	3378213	3378611	+	b3233	yhcB	orf, hypothetical protein (VIMSS)	COG3105	S	Uncharacterized protein conserved in bacteria					
17305	NP_417701.1	16131124	7023	3378765	3380132	+	b3234	degQ	serine endoprotease, periplasmic (NCBI)	COG265	O	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	TIGR02037 protease Do	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0004252,GO:0005515	3.4.21.-	
17306	NP_417702.1	16131125	7023	3380222	3381289	+	b3235	degS	serine endoprotease, periplasmic (NCBI)	COG265	O	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	TIGR02038 periplasmic serine peptidase DegS [degS]	Regulatory functions:Protein interactions	GO:0006508,GO:0004252,GO:0005515	3.4.21.-	
17307	NP_417703.1	16131126	7023	3382290	3381352	-	b3236	mdh	malate dehydrogenase (NCBI)	COG39	C	Malate/lactate dehydrogenases	TIGR01772 malate dehydrogenase, NAD-dependent [mdh]	Energy metabolism:TCA cycle	GO:0006096,GO:0006108,GO:0030060	1.1.1.37	Malate dehydrogenase.
17308	NP_417704.1	16131127	7023	3382725	3383195	+	b3237	argR	arginine repressor (NCBI)	COG1438	K	Arginine repressor	TIGR01529 arginine repressor [argR]	Regulatory functions:DNA interactions	GO:0006355,GO:0003700		
17309	NP_417705.2	90111561	7023	3383560	3383823	+	b3238	yhcN	orf, hypothetical protein (VIMSS)								
17310	NP_417706.1	16131129	7023	3384151	3383879	-	b3239	yhcO	predicted barnase inhibitor (NCBI)	COG2732	K	Barstar, RNAse (barnase) inhibitor					
17311	NP_417707.1	16131130	7023	3386210	3384243	-	b3240	aaeB	p-hydroxybenzoic acid efflux system component (NCBI)	COG1289	S	Predicted membrane protein					
17312	NP_417708.1	16131131	7023	3387148	3386216	-	b3241	aaeA	p-hydroxybenzoic acid efflux system component (NCBI)	COG1566	V	Multidrug resistance efflux pump	TIGR01730 efflux transporter, RND family, MFP subunit	Transport and binding proteins:Unknown substrate	GO:0009306,GO:0016020,GO:0008565		
17313	NP_417709.2	90111562	7023	3387359	3387156	-	b3242	yhcR	orf, hypothetical protein (VIMSS)								
17314	NP_417710.1	16131133	7023	3387542	3388471	+	b3243	aaeR	predicted DNA-binding transcriptional regulator, efflux system (NCBI)	COG583	K	Transcriptional regulator			GO:0006355,GO:0003700		
17315	NP_417711.1	16131134	7023	3390050	3388605	-	b3244	tldD	predicted peptidase (NCBI)	COG312	R	Predicted Zn-dependent proteases and their inactivated homologs					
1936971	YP_026208.1	49176330	7023	3394280	3390480	-	b4472	yhdP	conserved membrane protein, predicted transporter (NCBI)	COG3164	S	Predicted membrane protein	TIGR02099 TIGR02099 family protein	Hypothetical proteins:Conserved			
17317	NP_417713.2	90111563	7023	3395817	3394348	-	b3247	cafA	bundles of cytoplasmic filaments (VIMSS)	COG1530	J	Ribonucleases G and E	TIGR00757 ribonuclease, Rne/Rng family	Transcription:Degradation of RNA	GO:0006396,GO:0005737,GO:0003723,GO:0004540	3.1.26.-,3.1.4.-	,
17318	NP_417714.1	16131136	7023	3396400	3395807	-	b3248	yhdE	Maf-like protein (NCBI)	COG424	D	Nucleotide-binding protein implicated in inhibition of septum formation	TIGR00172 septum formation protein Maf [maf]	Cellular processes:Cell division			
17319	NP_417715.1	16131137	7023	3396897	3396409	-	b3249	mreD	cell wall structural complex MreBCD transmembrane component MreD (NCBI)	COG2891	M	Cell shape-determining protein	TIGR03426 rod shape-determining protein MreD [mreD]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0008360,GO:0016021	2.7.3.-	
17320	NP_417716.1	16131138	7023	3398000	3396897	-	b3250	mreC	cell wall structural complex MreBCD transmembrane component MreC (NCBI)	COG1792	M	Cell shape-determining protein	TIGR00219 rod shape-determining protein MreC [mreC]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0008360		
17321	NP_417717.2	90111564	7023	3399109	3398066	-	b3251	mreB	regulator of ftsI, penicillin binding protein 3, septation function (VIMSS)	COG1077	D	Actin-like ATPase involved in cell morphogenesis	TIGR00904 cell shape determining protein, MreB/Mrl family	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0000902,GO:0005524		
17322	NP_417718.1	16131140	7023	3401354	3399414	-	b3252	yhdA	conserved inner membrane protein (NCBI)	COG5001	T	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain	TIGR00254 diguanylate cyclase (GGDEF) domain	Signal transduction:Other	GO:0007242,GO:0009190,GO:0016849		
17323	NP_417719.1	16131141	7023	3401506	3402480	+	b3253	yhdH	predicted oxidoreductase, Zn-dependent and NAD(P)-binding (NCBI)	COG604	CR	NADPH:quinone reductase and related Zn-dependent oxidoreductases	TIGR02823 putative quinone oxidoreductase, YhdH/YhfP family	Unknown function:Enzymes of unknown specificity	GO:0006118,GO:0006810,GO:0004023,GO:0004024,GO:0004025,GO:0008270,GO:0005215		
7497368			7023	3402517	3402659	+	b4697	yrdF									
3446211			7023	3402660	3403053	+	b4646	yrdE									
17325	NP_417721.1	16131143	7023	3403458	3403928	+	b3255	accB	acetyl-CoA carboxylase (NCBI)	COG511	I	Biotin carboxyl carrier protein	TIGR00531 acetyl-CoA carboxylase, biotin carboxyl carrier protein [accB]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0009317,GO:0003989,GO:0009374		
17326	NP_417722.1	16131144	7023	3403939	3405288	+	b3256	accC	acetyl-CoA carboxylase (NCBI)	COG439	I	Biotin carboxylase	TIGR00514 acetyl-CoA carboxylase, biotin carboxylase subunit [accC]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0008152,GO:0009343,GO:0003989,GO:0004075,GO:0009374,GO:0005524	6.3.4.14,6.4.1.2	Biotin carboxylase.,Acetyl-CoA carboxylase.
17327	NP_417723.1	16131145	7023	3405397	3405639	+	b3257	yhdT	conserved inner membrane protein (NCBI)	COG3924	S	Predicted membrane protein					
17328	NP_417724.4	90111565	7023	3405629	3407080	+	b3258	panF	sodium/pantothenate symporter (VIMSS)	COG4145	H	Na+/panthothenate symporter	TIGR00813 transporter, solute:sodium symporter (SSS) family,TIGR02119 sodium/pantothenate symporter [panF]	Transport and binding proteins:Other	GO:0006814,GO:0015887,GO:0009276,GO:0016021,GO:0015081,GO:0031402,GO:0015233		
17329	NP_417725.1	16131147	7023	3407092	3407973	+	b3259	prmA	ribosomal protein L11 methyltransferase (NCBI)	COG2264	J	Ribosomal protein L11 methylase	TIGR00406 ribosomal protein L11 methyltransferase [prmA]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006479,GO:0005737,GO:0008276	2.1.1.-	
17330	NP_417726.1	16131148	7023	3408302	3409267	+	b3260	dusB	tRNA-dihydrouridine synthase B (NCBI)	COG42	J	tRNA-dihydrouridine synthase	TIGR00737 putative TIM-barrel protein, nifR3 family	Unknown function:General	GO:0008033,GO:0050660,GO:0016491	1.-.-.-	
17331	NP_417727.1	16131149	7023	3409293	3409589	+	b3261	fis	DNA-binding protein Fis (NCBI)	COG2901	KL	Factor for inversion stimulation Fis, transcriptional activator			GO:0006355,GO:0003700		
17332	NP_417728.4	90111566	7023	3409675	3410559	+	b3262	yhdJ	putative methyltransferase (VIMSS)	COG863	L	DNA modification methylase			GO:0006306,GO:0003677,GO:0008170,GO:0009007	2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific).
17333	NP_417729.1	16131151	7023	3410643	3410822	+	b3263	yhdU	predicted membrane protein (NCBI)								
17334	NP_417730.1	16131152	7023	3411487	3410825	-	b3264	envR	DNA-binding transcriptional regulator (NCBI)	COG1309	K	Transcriptional regulator			GO:0006355,GO:0016481,GO:0003700,GO:0016566		
17335	NP_417731.1	16131153	7023	3411886	3413043	+	b3265	acrE	cytoplasmic membrane lipoprotein (NCBI)	COG845	M	Membrane-fusion protein	TIGR01730 efflux transporter, RND family, MFP subunit	Transport and binding proteins:Unknown substrate	GO:0009306,GO:0016020,GO:0008565		
17336	NP_417732.1	16131154	7023	3413055	3416159	+	b3266	acrF	multidrug efflux system protein (NCBI)	COG841	V	Cation/multidrug efflux pump	TIGR00915 RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	Transport and binding proteins:Unknown substrate	GO:0006810,GO:0016021,GO:0005215		
17337	NP_417733.1	16131155	7023	3416412	3416633	+	b3267	yhdV	predicted outer membrane protein (NCBI)								
17338			7023	3417064	3418088	+	b3268	yhdW	predicted amino-acid transporter subunit (RefSeq)								
1936976	YP_026209.1	49176333	7023	3418156	3419337	+	b3269	yhdX	predicted amino-acid transporter subunit (NCBI)	COG4597	E	ABC-type amino acid transport system, permease component	TIGR01726 amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family	Transport and binding proteins:Amino acids, peptides and amines	GO:0006810,GO:0009276,GO:0016021,GO:0005215		
17340	NP_417736.2	90111567	7023	3419347	3420450	+	b3270	yhdY	putative transport system permease protein (VIMSS)	COG765	E	ABC-type amino acid transport system, permease component	TIGR01726 amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family	Transport and binding proteins:Amino acids, peptides and amines	GO:0006810,GO:0009276,GO:0016021,GO:0005215		
17341	NP_417737.1	16131159	7023	3420458	3421216	+	b3271	yhdZ	predicted amino-acid transporter subunit (NCBI)	COG1126	E	ABC-type polar amino acid transport system, ATPase component			GO:0005524,GO:0016887	3.6.3.-	
1936978			7023	3421564	3421445	-	b3272	rrfF	5S ribosomal RNA (NCBI)								
1936979			7023	3421677	3421602	-	b3273	thrV	tRNA-Thr (NCBI)								
1936980			7023	3421809	3421690	-	b3274	rrfD	5S ribosomal RNA (NCBI)								
1936981			7023	3424805	3421902	-	b3275	rrlD	23S ribosomal RNA (NCBI)								
1936982			7023	3425055	3424980	-	b3276	alaU	tRNA-Ala (NCBI)								
1936983			7023	3425174	3425098	-	b3277	ileU	tRNA-Ile (NCBI)								
1936984			7023	3426784	3425243	-	b3278	rrsD	16S ribosomal RNA (NCBI)								
17342	NP_417738.4	90111568	7023	3427258	3427812	+	b3279	yrdA	putative transferase (VIMSS)	COG663	R	Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily			GO:0008415,GO:0016740		
17343	NP_417739.1	16131161	7023	3428045	3427788	-	b3280	yrdB	hypothetical protein (NCBI)								
17344	NP_417740.1	16131162	7023	3428860	3428042	-	b3281	aroE	dehydroshikimate reductase, NAD(P)-binding (NCBI)	COG169	E	Shikimate 5-dehydrogenase	TIGR00507 shikimate 5-dehydrogenase [aroE]	Amino acid biosynthesis:Aromatic amino acid family	GO:0005737,GO:0004764,GO:0050661	1.1.1.25	Shikimate dehydrogenase.
17345	NP_417741.1	16131163	7023	3429437	3428865	-	b3282	yrdC	predicted ribosome maturation factor (NCBI)	COG9	J	Putative translation factor (SUA5)					
1936986	YP_026210.1	49176335	7023	3429984	3429442	-	b3283	yrdD	predicted DNA topoisomerase (NCBI)	COG551	L	Zn-finger domain associated with topoisomerase type I			GO:0006265,GO:0006268,GO:0005694,GO:0003917		
17347	NP_417743.1	16131165	7023	3430486	3430013	-	b3284	smg	hypothetical protein (NCBI)	COG2922	S	Uncharacterized protein conserved in bacteria					
1936987	YP_026211.1	49176336	7023	3431582	3430458	-	b4473	smf	hypothetical protein (NCBI)	COG758	LU	Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake	TIGR00732 DNA protecting protein DprA [dprA]	Cellular processes:DNA transformation	GO:0009294		
17349	NP_417745.1	16131166	7023	3431712	3432221	+	b3287	def	peptide deformylase (NCBI)	COG242	J	N-formylmethionyl-tRNA deformylase	TIGR00079 peptide deformylase [def]	Protein fate:Protein modification and repair	GO:0006412,GO:0005506,GO:0042586	3.5.1.88	Peptide deformylase.
17350	NP_417746.1	16131167	7023	3432236	3433183	+	b3288	fmt	methionyl-tRNA formyltransferase (NCBI)	COG223	J	Methionyl-tRNA formyltransferase	TIGR00460 methionyl-tRNA formyltransferase [fmt]	Protein synthesis:tRNA aminoacylation	GO:0006412,GO:0004479	2.1.2.9	Methionyl-tRNA formyltransferase.
17351	NP_417747.1	16131168	7023	3433229	3434518	+	b3289	rsmB	16S rRNA m5C967 methyltransferase, S-adenosyl-L-methionine-dependent (NCBI)	COG144	J	tRNA and rRNA cytosine-C5-methylases	TIGR00563 ribosomal RNA small subunit methyltransferase B [sun]	Protein synthesis:tRNA and rRNA base modification	GO:0006355,GO:0006364,GO:0003723,GO:0008649	2.1.1.-	
17352	NP_417748.1	16131169	7023	3434540	3435916	+	b3290	trkA	potassium transporter peripheral membrane component (NCBI)	COG569	P	K+ transport systems, NAD-binding component			GO:0006118,GO:0006813,GO:0005737,GO:0004764,GO:0008324		
17353	NP_417749.1	16131170	7023	3436046	3436456	+	b3291	mscL	large-conductance mechanosensitive channel (NCBI)	COG1970	M	Large-conductance mechanosensitive channel	TIGR00220 large conductance mechanosensitive channel protein [mscL]	Cellular processes:Adaptations to atypical conditions	GO:0006810,GO:0016020,GO:0005216		
1936988	YP_588467.1	94541124	7023	3436671	3436453	-	b4550	yhdL	hypothetical protein (NCBI)	COG3036	S	Uncharacterized protein conserved in bacteria					
17355	NP_417751.1	16131171	7023	3437152	3436727	-	b3292	zntR	zinc-responsive transcriptional regulator (NCBI)	COG789	K	Predicted transcriptional regulators	TIGR02043 Zn(II)-responsive transcriptional regulator [zntR]	Regulatory functions:DNA interactions	GO:0006355,GO:0005634,GO:0000166,GO:0016993,GO:0003700		
17356	NP_417752.1	16131172	7023	3437531	3437163	-	b3293	yhdN	hypothetical protein (NCBI)								
17357	NP_417753.1	16131173	7023	3438021	3437638	-	b3294	rplQ	50S ribosomal protein L17 (NCBI)	COG203	J	Ribosomal protein L17	TIGR00059 ribosomal protein L17 [rplQ]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
17358	NP_417754.1	16131174	7023	3439051	3438062	-	b3295	rpoA	DNA-directed RNA polymerase subunit alpha (NCBI)	COG202	K	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	TIGR02027 DNA-directed RNA polymerase, alpha subunit [rpoA]	Transcription:DNA-dependent RNA polymerase	GO:0006351,GO:0003677,GO:0003902,GO:0003899,GO:0003900,GO:0046983,GO:0003901	2.7.7.6	DNA-directed RNA polymerase.
17359	NP_417755.1	16131175	7023	3439697	3439077	-	b3296	rpsD	30S ribosomal protein S4 (NCBI)	COG522	J	Ribosomal protein S4 and related proteins	TIGR01017 ribosomal protein S4 [rpsD]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735,GO:0019843		
17360	NP_417756.1	16131176	7023	3440120	3439731	-	b3297	rpsK	30S ribosomal protein S11 (NCBI)	COG100	J	Ribosomal protein S11	TIGR03632 30S ribosomal protein S11 [rpsK]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
17361	NP_417757.1	16131177	7023	3440493	3440137	-	b3298	rpsM	30S ribosomal protein S13 (NCBI)	COG99	J	Ribosomal protein S13	TIGR03631 30S ribosomal protein S13 [rpsM]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003723,GO:0016491,GO:0003735		
17362	NP_417758.1	16131178	7023	3440756	3440640	-	b3299	rpmJ	50S ribosomal protein L36 (NCBI)	COG257	J	Ribosomal protein L36	TIGR01022 ribosomal protein L36 [rpmJ]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
17363	NP_417759.1	16131179	7023	3442119	3440788	-	b3300	secY	protein translocase subunit SecY (NCBI)	COG201	U	Preprotein translocase subunit SecY	TIGR00967 preprotein translocase, SecY subunit [secY]	Protein fate:Protein and peptide secretion and trafficking	GO:0009306,GO:0016020,GO:0015450		
17364	NP_417760.1	16131180	7023	3442561	3442127	-	b3301	rplO	50S ribosomal protein L15 (NCBI)	COG200	J	Ribosomal protein L15	TIGR01071 ribosomal protein L15 [rplO]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015934,GO:0003735		
17365	NP_417761.1	16131181	7023	3442744	3442565	-	b3302	rpmD	50S ribosomal protein L30 (NCBI)	COG1841	J	Ribosomal protein L30/L7E	TIGR01308 ribosomal protein L30 [rpmD]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015934,GO:0003735		
